	cancer	sample	transposon_class	N_motifs_inTE	N_motifs_outsideTE	N_mutated_motifs_inTE	N_mutated_motifs_outsideTE	D_APOBEC_in	D_APOBEC_outside
1192	LUAD	6726c157-f688-491d-8b56-35628645df89	SINE	45502579	305266732	139685	892949	0.003069825998214299	0.002925143510233536
1193	LUAD	6726c157-f688-491d-8b56-35628645df89	SVA	513537	350255774	1456	1031178	0.0028352387461857667	0.002944071380247967
1194	LUAD	68c2a355-862c-4657-b296-5776ed8447b0	DNA_transposons	11364604	339404707	34157	999226	0.0030055600705488727	0.0029440546326895815
1195	LUAD	68c2a355-862c-4657-b296-5776ed8447b0	LINE	74087089	276682222	225505	807878	0.0030437827028134416	0.0029198767964209857
1196	LUAD	68c2a355-862c-4657-b296-5776ed8447b0	LTR	31965907	318803404	95141	938242	0.0029763272476516934	0.0029430112358524254
1197	LUAD	68c2a355-862c-4657-b296-5776ed8447b0	RC_transposons	49644	350719667	140	1033243	0.0028200789622109417	0.0029460651831652203
1198	LUAD	68c2a355-862c-4657-b296-5776ed8447b0	SINE	45502579	305266732	139779	893604	0.0030718918151870027	0.002927289174766676
1199	LUAD	68c2a355-862c-4657-b296-5776ed8447b0	SVA	513537	350255774	1456	1031927	0.0028352387461857667	0.0029462098175146714
1200	LUAD	9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	DNA_transposons	11364604	339404707	34159	999332	0.0030057360555633965	0.0029443669442097632
1201	LUAD	9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	LINE	74087089	276682222	225529	807962	0.003044106645896156	0.002920180393809328
1202	LUAD	9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	LTR	31965907	318803404	95155	938336	0.0029767652142640593	0.0029433060884130335
1203	LUAD	9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	RC_transposons	49644	350719667	140	1033351	0.0028200789622109417	0.0029463731214138043
1204	LUAD	9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	SINE	45502579	305266732	139795	893696	0.003072243443607889	0.00292759055054843
1205	LUAD	9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	SVA	513537	350255774	1456	1032035	0.0028352387461857667	0.002946518163609203
1206	LUAD	9ffcb7fa-424c-4f93-87a7-ce5e9053c613	DNA_transposons	11364604	339404707	34318	1004618	0.003019726864218058	0.0029599412715275043
1207	LUAD	9ffcb7fa-424c-4f93-87a7-ce5e9053c613	LINE	74087089	276682222	226773	812163	0.003060897695683522	0.0029353638774810764
1208	LUAD	9ffcb7fa-424c-4f93-87a7-ce5e9053c613	LTR	31965907	318803404	95731	943205	0.0029947844120299795	0.0029585788237066627
1209	LUAD	9ffcb7fa-424c-4f93-87a7-ce5e9053c613	RC_transposons	49644	350719667	140	1038796	0.0028200789622109417	0.002961898341446589
1210	LUAD	9ffcb7fa-424c-4f93-87a7-ce5e9053c613	SINE	45502579	305266732	140464	898472	0.003086945906956175	0.002943235884609922
1211	LUAD	9ffcb7fa-424c-4f93-87a7-ce5e9053c613	SVA	513537	350255774	1464	1037472	0.002850816981054919	0.0029620411054237183
1212	LUAD	b7f11036-7ac4-41bc-a9a4-64162725fdfc	DNA_transposons	11364604	339404707	35008	1024851	0.003080441694228853	0.0030195544695259635
1213	LUAD	b7f11036-7ac4-41bc-a9a4-64162725fdfc	LINE	74087089	276682222	231421	828438	0.003123634672702554	0.002994185871472436
1214	LUAD	b7f11036-7ac4-41bc-a9a4-64162725fdfc	LTR	31965907	318803404	97625	962234	0.0030540350380172227	0.003018267646853608
1215	LUAD	b7f11036-7ac4-41bc-a9a4-64162725fdfc	RC_transposons	49644	350719667	142	1059717	0.002860365804528241	0.003021549971989452
1216	LUAD	b7f11036-7ac4-41bc-a9a4-64162725fdfc	SINE	45502579	305266732	143249	916610	0.0031481512289666044	0.0030026527751474733
1217	LUAD	b7f11036-7ac4-41bc-a9a4-64162725fdfc	SVA	513537	350255774	1491	1058368	0.002903393523738309	0.0030217003646026974
1218	LUAD	bce88385-4a1b-4a8c-920c-060f6a2675d4	DNA_transposons	11364604	339404707	35328	1034775	0.0031085992965527	0.0030487938990192026
1219	LUAD	bce88385-4a1b-4a8c-920c-060f6a2675d4	LINE	74087089	276682222	233707	836396	0.003154490251331106	0.003022948109763265
1220	LUAD	bce88385-4a1b-4a8c-920c-060f6a2675d4	LTR	31965907	318803404	98576	971527	0.003083785484328663	0.00304741727287203
1221	LUAD	bce88385-4a1b-4a8c-920c-060f6a2675d4	RC_transposons	49644	350719667	143	1069960	0.0028805092256868905	0.003050755633843596
1222	LUAD	bce88385-4a1b-4a8c-920c-060f6a2675d4	SINE	45502579	305266732	144628	925475	0.0031784572034916966	0.0030316929523784464
1223	LUAD	bce88385-4a1b-4a8c-920c-060f6a2675d4	SVA	513537	350255774	1507	1068596	0.002934549993476614	0.0030509018817774006
1224	LUAD	bd3e88b3-b37c-4641-85fa-d8125ba324ca	DNA_transposons	11364604	339404707	35713	1045299	0.003142476411848578	0.003079801129570074
1225	LUAD	bd3e88b3-b37c-4641-85fa-d8125ba324ca	LINE	74087089	276682222	236174	844838	0.0031877889007084622	0.003053459647291686
1226	LUAD	bd3e88b3-b37c-4641-85fa-d8125ba324ca	LTR	31965907	318803404	99643	981369	0.0031171647968568513	0.003078288963313579
1227	LUAD	bd3e88b3-b37c-4641-85fa-d8125ba324ca	RC_transposons	49644	350719667	144	1080868	0.0029006526468455403	0.0030818573969505964
1228	LUAD	bd3e88b3-b37c-4641-85fa-d8125ba324ca	SINE	45502579	305266732	145993	935019	0.003208455503148514	0.0030629574139117133
1229	LUAD	bd3e88b3-b37c-4641-85fa-d8125ba324ca	SVA	513537	350255774	1522	1079490	0.002963759183856275	0.0030820048665350483
1230	LUAD	bf7462a2-394f-4838-bcb6-4d0126fa48b1	DNA_transposons	11364604	339404707	35747	1046516	0.003145468157095487	0.0030833868193819716
1231	LUAD	bf7462a2-394f-4838-bcb6-4d0126fa48b1	LINE	74087089	276682222	236482	845781	0.003191946170269964	0.003056867889401293
1232	LUAD	bf7462a2-394f-4838-bcb6-4d0126fa48b1	LTR	31965907	318803404	99757	982506	0.0031207310964146895	0.00308185542460519
1233	LUAD	bf7462a2-394f-4838-bcb6-4d0126fa48b1	RC_transposons	49644	350719667	144	1082119	0.0029006526468455403	0.0030854243483300296
1234	LUAD	bf7462a2-394f-4838-bcb6-4d0126fa48b1	SINE	45502579	305266732	146134	936129	0.0032115542286075697	0.00306659357823505
1235	LUAD	bf7462a2-394f-4838-bcb6-4d0126fa48b1	SVA	513537	350255774	1525	1080738	0.0029696010219322075	0.0030855679769607454
1236	LUAD	c437535b-2acc-4236-beae-94e2c1336830	DNA_transposons	11364604	339404707	35833	1048949	0.0031530355127200207	0.003090555252670671
1237	LUAD	c437535b-2acc-4236-beae-94e2c1336830	LINE	74087089	276682222	237002	847780	0.003198964937062111	0.00306409278439292
1238	LUAD	c437535b-2acc-4236-beae-94e2c1336830	LTR	31965907	318803404	100023	984759	0.0031290524620496457	0.003088922475871682
1239	LUAD	c437535b-2acc-4236-beae-94e2c1336830	RC_transposons	49644	350719667	145	1084637	0.0029207960680041898	0.003092603871570168
1240	LUAD	c437535b-2acc-4236-beae-94e2c1336830	SINE	45502579	305266732	146465	938317	0.0032188285415646442	0.003073761080522852
1241	LUAD	c437535b-2acc-4236-beae-94e2c1336830	SVA	513537	350255774	1533	1083249	0.00298517925680136	0.0030927370236586023
1242	LUAD	cd0aeed5-93a1-4287-8a88-fe6b7b5e3983	DNA_transposons	11364604	339404707	35934	1051186	0.003161922755953485	0.0030971462042805433
1243	LUAD	cd0aeed5-93a1-4287-8a88-fe6b7b5e3983	LINE	74087089	276682222	237520	849600	0.003205956708597364	0.0030706707278070075
1244	LUAD	cd0aeed5-93a1-4287-8a88-fe6b7b5e3983	LTR	31965907	318803404	100225	986895	0.0031353716945994995	0.0030956225298020973
1245	LUAD	cd0aeed5-93a1-4287-8a88-fe6b7b5e3983	RC_transposons	49644	350719667	146	1086974	0.0029409394891628396	0.0030992673131159196
1246	LUAD	cd0aeed5-93a1-4287-8a88-fe6b7b5e3983	SINE	45502579	305266732	146766	940354	0.0032254435512325576	0.0030804339334297324
1247	LUAD	cd0aeed5-93a1-4287-8a88-fe6b7b5e3983	SVA	513537	350255774	1538	1085582	0.0029949156535945803	0.0030993978703117682
1248	LUAD	d5443922-fea5-4ff0-bd6e-8ce04e1951d8	DNA_transposons	11364604	339404707	36131	1058025	0.0031792572798841033	0.0031172961900024563
1249	LUAD	d5443922-fea5-4ff0-bd6e-8ce04e1951d8	LINE	74087089	276682222	239119	855037	0.003227539416483215	0.003090321430192938
1250	LUAD	d5443922-fea5-4ff0-bd6e-8ce04e1951d8	LTR	31965907	318803404	100974	993182	0.003158802908361086	0.0031153431473397945
1251	LUAD	d5443922-fea5-4ff0-bd6e-8ce04e1951d8	RC_transposons	49644	350719667	148	1094008	0.0029812263314801385	0.0031193232171950027
1252	LUAD	d5443922-fea5-4ff0-bd6e-8ce04e1951d8	SINE	45502579	305266732	147666	946490	0.003245222649907382	0.003100534387743241
1253	LUAD	d5443922-fea5-4ff0-bd6e-8ce04e1951d8	SVA	513537	350255774	1549	1092607	0.003016335726539665	0.0031194546417384686
1254	LUAD	d9cd7f95-07d3-4b87-be83-87340b08d249	DNA_transposons	11364604	339404707	36145	1058505	0.0031804891749857714	0.0031187104308485624
1255	LUAD	d9cd7f95-07d3-4b87-be83-87340b08d249	LINE	74087089	276682222	239236	855414	0.003229118639011448	0.003091684004185856
1256	LUAD	d9cd7f95-07d3-4b87-be83-87340b08d249	LTR	31965907	318803404	101008	993642	0.0031598665415625464	0.0031167860428491533
1257	LUAD	d9cd7f95-07d3-4b87-be83-87340b08d249	RC_transposons	49644	350719667	148	1094502	0.0029812263314801385	0.003120731749554267
1258	LUAD	d9cd7f95-07d3-4b87-be83-87340b08d249	SINE	45502579	305266732	147749	946901	0.003247046722340727	0.00310188075128999
1259	LUAD	d9cd7f95-07d3-4b87-be83-87340b08d249	SVA	513537	350255774	1553	1093097	0.003024124843974241	0.0031208536193895837
1260	LUAD	dd09c7aa-744a-413d-839f-e75e1825f9f9	DNA_transposons	11364604	339404707	36177	1059666	0.0031833049352181565	0.0031221311258950806
1261	LUAD	dd09c7aa-744a-413d-839f-e75e1825f9f9	LINE	74087089	276682222	239510	856333	0.003232816989205771	0.003095005504184508
1262	LUAD	dd09c7aa-744a-413d-839f-e75e1825f9f9	LTR	31965907	318803404	101117	994726	0.003163276424473111	0.003120186257484252
1263	LUAD	dd09c7aa-744a-413d-839f-e75e1825f9f9	RC_transposons	49644	350719667	149	1095694	0.0030013697526387884	0.003124130475409011
1264	LUAD	dd09c7aa-744a-413d-839f-e75e1825f9f9	SINE	45502579	305266732	147923	947920	0.00325087068141786	0.0031052188156552875
1265	LUAD	dd09c7aa-744a-413d-839f-e75e1825f9f9	SVA	513537	350255774	1557	1094286	0.003031913961408818	0.0031242482814858607
1266	LUAD	de614a3e-1c0d-49c7-a2f1-28bc58e6e5c7	DNA_transposons	11364604	339404707	36268	1062556	0.0031913122533790005	0.0031306460343226766
1267	LUAD	de614a3e-1c0d-49c7-a2f1-28bc58e6e5c7	LINE	74087089	276682222	240142	858682	0.0032413474903839183	0.0031034953882942288
1268	LUAD	de614a3e-1c0d-49c7-a2f1-28bc58e6e5c7	LTR	31965907	318803404	101431	997393	0.003173099389921894	0.0031285519147091667
1269	LUAD	de614a3e-1c0d-49c7-a2f1-28bc58e6e5c7	RC_transposons	49644	350719667	149	1098675	0.0030013697526387884	0.0031326301413259496
1270	LUAD	de614a3e-1c0d-49c7-a2f1-28bc58e6e5c7	SINE	45502579	305266732	148313	950511	0.0032594416241769507	0.003113706474900121
1271	LUAD	de614a3e-1c0d-49c7-a2f1-28bc58e6e5c7	SVA	513537	350255774	1561	1097263	0.003039703078843394	0.0031327477844804922
1272	LUAD	f5a97315-1906-4774-980e-0879c6ad368e	DNA_transposons	11364604	339404707	36443	1068622	0.003206710942149854	0.0031485185030153398
1273	LUAD	f5a97315-1906-4774-980e-0879c6ad368e	LINE	74087089	276682222	241596	863469	0.0032609730421450356	0.003120796825175128
1274	LUAD	f5a97315-1906-4774-980e-0879c6ad368e	LTR	31965907	318803404	102032	1003033	0.0031919006709241818	0.0031462430683456568
1275	LUAD	f5a97315-1906-4774-980e-0879c6ad368e	RC_transposons	49644	350719667	151	1104914	0.0030416565949560872	0.003150419277741844
1276	LUAD	f5a97315-1906-4774-980e-0879c6ad368e	SINE	45502579	305266732	149237	955828	0.0032797481654831036	0.0031311240295912755
1277	LUAD	f5a97315-1906-4774-980e-0879c6ad368e	SVA	513537	350255774	1568	1103497	0.0030533340343539025	0.0031505462062703924
1278	LUAD	fa2c3620-7e82-4b12-b135-87986f0f2890	DNA_transposons	11364604	339404707	36492	1069688	0.0032110225750056932	0.003151659296227733
1279	LUAD	fa2c3620-7e82-4b12-b135-87986f0f2890	LINE	74087089	276682222	241856	864324	0.003264482425541109	0.0031238870128779002
1280	LUAD	fa2c3620-7e82-4b12-b135-87986f0f2890	LTR	31965907	318803404	102118	1004062	0.003194591037257288	0.0031494707628655057
1281	LUAD	fa2c3620-7e82-4b12-b135-87986f0f2890	RC_transposons	49644	350719667	151	1106029	0.0030416565949560872	0.0031535984550304674
1282	LUAD	fa2c3620-7e82-4b12-b135-87986f0f2890	SINE	45502579	305266732	149370	956810	0.0032826710767317165	0.0031343408884791286
1283	LUAD	fa2c3620-7e82-4b12-b135-87986f0f2890	SVA	513537	350255774	1573	1104607	0.003063070431147123	0.0031537153189086327
1284	LUAD	fa6a60f5-8949-4e01-9435-d3117601627f	DNA_transposons	11364604	339404707	36518	1070571	0.0032133103801945057	0.003154260910117549
1285	LUAD	fa6a60f5-8949-4e01-9435-d3117601627f	LINE	74087089	276682222	242061	865028	0.003267249439372628	0.00312643144813258
1286	LUAD	fa6a60f5-8949-4e01-9435-d3117601627f	LTR	31965907	318803404	102208	1004881	0.003197406536908213	0.0031520397442180385
1287	LUAD	fa6a60f5-8949-4e01-9435-d3117601627f	RC_transposons	49644	350719667	151	1106938	0.0030416565949560872	0.0031561902686227175
1288	LUAD	fa6a60f5-8949-4e01-9435-d3117601627f	SINE	45502579	305266732	149486	957603	0.0032852203827831387	0.0031369386166849
1289	LUAD	fa6a60f5-8949-4e01-9435-d3117601627f	SVA	513537	350255774	1575	1105514	0.003066964989864411	0.003156304855091411
1290	LUAD	fa8844f8-c4b6-487a-8187-e30c12a7a453	DNA_transposons	11364604	339404707	36596	1072513	0.0032201737957609435	0.0031599826928740858
1291	LUAD	fa8844f8-c4b6-487a-8187-e30c12a7a453	LINE	74087089	276682222	242497	866612	0.003273134405375274	0.00313215642745561
1292	LUAD	fa8844f8-c4b6-487a-8187-e30c12a7a453	LTR	31965907	318803404	102422	1006687	0.0032041011694115234	0.003157704677456957
1293	LUAD	fa8844f8-c4b6-487a-8187-e30c12a7a453	RC_transposons	49644	350719667	151	1108958	0.0030416565949560872	0.003161949854383273
1294	LUAD	fa8844f8-c4b6-487a-8187-e30c12a7a453	SINE	45502579	305266732	149707	959402	0.0032900772503466234	0.003142831823547677
1295	LUAD	fa8844f8-c4b6-487a-8187-e30c12a7a453	SVA	513537	350255774	1581	1107528	0.0030786486660162754	0.0031620549387431367
1296	LUSC	0bbc7ede-5022-4084-925c-d65baaf7abc2	DNA_transposons	11364604	339404707	36740	1076778	0.0032328447168066747	0.0031725488120587556
1297	LUSC	0bbc7ede-5022-4084-925c-d65baaf7abc2	LINE	74087089	276682222	243545	869973	0.0032872799199871383	0.0031443039372439333
1298	LUSC	0bbc7ede-5022-4084-925c-d65baaf7abc2	LTR	31965907	318803404	102862	1010656	0.0032178658343716008	0.0031701543563192316
1299	LUSC	0bbc7ede-5022-4084-925c-d65baaf7abc2	RC_transposons	49644	350719667	151	1113367	0.0030416565949560872	0.0031745211482537136
1300	LUSC	0bbc7ede-5022-4084-925c-d65baaf7abc2	SINE	45502579	305266732	150186	963332	0.003300604126196891	0.003155705810746518
1301	LUSC	0bbc7ede-5022-4084-925c-d65baaf7abc2	SVA	513537	350255774	1585	1111933	0.0030864377834508515	0.003174631462321018
1302	LUSC	0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	DNA_transposons	11364604	339404707	36882	1080358	0.0032453396528378817	0.0031830966917026286
1303	LUSC	0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	LINE	74087089	276682222	244419	872821	0.003299076847249323	0.0031545973344105933
1304	LUSC	0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	LTR	31965907	318803404	103243	1013997	0.00322978478289385	0.0031806341691382944
1305	LUSC	0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	RC_transposons	49644	350719667	151	1117089	0.0030416565949560872	0.003185133612709549
1306	LUSC	0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	SINE	45502579	305266732	150639	966601	0.003310559605863219	0.0031664144784699306
1307	LUSC	0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	SVA	513537	350255774	1592	1115648	0.00310006873896136	0.003185237996961615
1308	LUSC	1c3df485-8e75-4378-87f6-c6463a520624	DNA_transposons	11364604	339404707	37229	1090668	0.003275873052857803	0.003213473406542945
1309	LUSC	1c3df485-8e75-4378-87f6-c6463a520624	LINE	74087089	276682222	246721	881176	0.0033301483879330175	0.003184794431786803
1310	LUSC	1c3df485-8e75-4378-87f6-c6463a520624	LTR	31965907	318803404	104252	1023645	0.003261349662313664	0.003210897334082418
1311	LUSC	1c3df485-8e75-4378-87f6-c6463a520624	RC_transposons	49644	350719667	153	1127744	0.0030819434372733865	0.00321551400195644
1312	LUSC	1c3df485-8e75-4378-87f6-c6463a520624	SINE	45502579	305266732	152116	975781	0.003343019304466237	0.0031964865401710395
1313	LUSC	1c3df485-8e75-4378-87f6-c6463a520624	SVA	513537	350255774	1608	1126289	0.0031312252086996653	0.0032156186524422577
1314	LUSC	2045c788-9ea8-4ea5-a5e3-65fc16a62adb	DNA_transposons	11364604	339404707	39410	1152301	0.0034677847111962722	0.0033950648775180363
1315	LUSC	2045c788-9ea8-4ea5-a5e3-65fc16a62adb	LINE	74087089	276682222	260573	931138	0.0035171175371730423	0.0033653698212673744
1316	LUSC	2045c788-9ea8-4ea5-a5e3-65fc16a62adb	LTR	31965907	318803404	110239	1081472	0.0034486429557590843	0.0033922849832556997
1317	LUSC	2045c788-9ea8-4ea5-a5e3-65fc16a62adb	RC_transposons	49644	350719667	163	1191548	0.0032833776488598826	0.0033974370761477714
1318	LUSC	2045c788-9ea8-4ea5-a5e3-65fc16a62adb	SINE	45502579	305266732	160853	1030858	0.0035350303990461726	0.0033769090829065514
1319	LUSC	2045c788-9ea8-4ea5-a5e3-65fc16a62adb	SVA	513537	350255774	1694	1190017	0.0032986912335430554	0.003397565688667277
1320	LUSC	24badf07-8615-48a3-8d6e-45c3d783f18d	DNA_transposons	11364604	339404707	39475	1154222	0.003473504224168304	0.003400724787237556
1321	LUSC	24badf07-8615-48a3-8d6e-45c3d783f18d	LINE	74087089	276682222	261047	932650	0.0035235154130566528	0.0033708345742575396
1322	LUSC	24badf07-8615-48a3-8d6e-45c3d783f18d	LTR	31965907	318803404	110436	1083261	0.0034548057716616643	0.0033978965920953594
1323	LUSC	24badf07-8615-48a3-8d6e-45c3d783f18d	RC_transposons	49644	350719667	163	1193534	0.0032833776488598826	0.0034030997183856246
1324	LUSC	24badf07-8615-48a3-8d6e-45c3d783f18d	SINE	45502579	305266732	161077	1032620	0.0035399531969385737	0.003382681084291884
1325	LUSC	24badf07-8615-48a3-8d6e-45c3d783f18d	SVA	513537	350255774	1702	1191995	0.003314269468412208	0.003403212990287492
1326	LUSC	25224aa0-cfdd-48ec-92e5-8f3992a3e574	DNA_transposons	11364604	339404707	39704	1161047	0.0034936545083313064	0.003420833524268124
1327	LUSC	25224aa0-cfdd-48ec-92e5-8f3992a3e574	LINE	74087089	276682222	262722	938029	0.0035461239407044323	0.003390275649875329
1328	LUSC	25224aa0-cfdd-48ec-92e5-8f3992a3e574	LTR	31965907	318803404	111129	1089622	0.0034764851189737866	0.003417849327606301
1329	LUSC	25224aa0-cfdd-48ec-92e5-8f3992a3e574	RC_transposons	49644	350719667	165	1200586	0.0033236644911771814	0.0034232069455061385
1330	LUSC	25224aa0-cfdd-48ec-92e5-8f3992a3e574	SINE	45502579	305266732	161959	1038792	0.0035593367136399017	0.0034028994682591225
1331	LUSC	25224aa0-cfdd-48ec-92e5-8f3992a3e574	SVA	513537	350255774	1708	1199043	0.0033259531445640725	0.003423335428012102
1332	LUSC	2fe2433b-9a55-431f-a869-2b5a63e8e8fc	DNA_transposons	11364604	339404707	39915	1167906	0.003512220927363593	0.003441042436691958
1333	LUSC	2fe2433b-9a55-431f-a869-2b5a63e8e8fc	LINE	74087089	276682222	264357	943464	0.0035681925632143545	0.0034099191237520134
1334	LUSC	2fe2433b-9a55-431f-a869-2b5a63e8e8fc	LTR	31965907	318803404	111801	1096020	0.00349750751636736	0.0034379181221038655
1335	LUSC	2fe2433b-9a55-431f-a869-2b5a63e8e8fc	RC_transposons	49644	350719667	165	1207656	0.0033236644911771814	0.003443365495668083
1336	LUSC	2fe2433b-9a55-431f-a869-2b5a63e8e8fc	SINE	45502579	305266732	162875	1044946	0.003579467440735612	0.0034230588873994956
1337	LUSC	2fe2433b-9a55-431f-a869-2b5a63e8e8fc	SVA	513537	350255774	1717	1206104	0.003343478658791869	0.0034434949814703126
1338	LUSC	34881c6b-f59f-42c0-9f29-9c5c47262ae6	DNA_transposons	11364604	339404707	40192	1176211	0.003536594851875173	0.003465511749664686
1339	LUSC	34881c6b-f59f-42c0-9f29-9c5c47262ae6	LINE	74087089	276682222	266291	950112	0.003594296976629761	0.0034339466884865484
1340	LUSC	34881c6b-f59f-42c0-9f29-9c5c47262ae6	LTR	31965907	318803404	112597	1103806	0.0035224090466133185	0.0034623406969644527
1341	LUSC	34881c6b-f59f-42c0-9f29-9c5c47262ae6	RC_transposons	49644	350719667	165	1216238	0.0033236644911771814	0.003467835181310206
1342	LUSC	34881c6b-f59f-42c0-9f29-9c5c47262ae6	SINE	45502579	305266732	163974	1052429	0.003603619917895203	0.0034475718762567286
1343	LUSC	34881c6b-f59f-42c0-9f29-9c5c47262ae6	SVA	513537	350255774	1732	1214671	0.00337268784917153	0.003467954249913379
1344	LUSC	369c06f2-8904-49cb-99d1-dd297ed0cd0c	DNA_transposons	11364604	339404707	40399	1182756	0.0035548093008784115	0.0034847955128683586
1345	LUSC	369c06f2-8904-49cb-99d1-dd297ed0cd0c	LINE	74087089	276682222	267701	955454	0.0036133286327392346	0.003453254036683282
1346	LUSC	369c06f2-8904-49cb-99d1-dd297ed0cd0c	LTR	31965907	318803404	113193	1109962	0.0035410539109683326	0.0034816504029549196
1347	LUSC	369c06f2-8904-49cb-99d1-dd297ed0cd0c	RC_transposons	49644	350719667	166	1222989	0.0033438079123358313	0.003487084173126795
1348	LUSC	369c06f2-8904-49cb-99d1-dd297ed0cd0c	SINE	45502579	305266732	164883	1058272	0.003623596807556776	0.0034667125142218247
1349	LUSC	369c06f2-8904-49cb-99d1-dd297ed0cd0c	SVA	513537	350255774	1742	1221413	0.0033921606427579705	0.0034872030403701494
1350	LUSC	387c6519-6529-4074-a5ab-00f8052a5732	DNA_transposons	11364604	339404707	40555	1188038	0.003568536132011287	0.0035003580548457155
1351	LUSC	387c6519-6529-4074-a5ab-00f8052a5732	LINE	74087089	276682222	269033	959560	0.003631307473829887	0.0034680941661658334
1352	LUSC	387c6519-6529-4074-a5ab-00f8052a5732	LTR	31965907	318803404	113739	1114854	0.0035581346088506107	0.0034969952830240167
1353	LUSC	387c6519-6529-4074-a5ab-00f8052a5732	RC_transposons	49644	350719667	167	1228426	0.0033639513334944807	0.0035025865829189443
1354	LUSC	387c6519-6529-4074-a5ab-00f8052a5732	SINE	45502579	305266732	165543	1063050	0.003638101479918314	0.0034823643999307465
1355	LUSC	387c6519-6529-4074-a5ab-00f8052a5732	SVA	513537	350255774	1750	1226843	0.0034077388776271233	0.003502705996789649
1356	LUSC	43aa4123-0fe2-4071-8a81-cbdd0410b917	DNA_transposons	11364604	339404707	40636	1190823	0.003575663525099511	0.0035085635980882258
1357	LUSC	43aa4123-0fe2-4071-8a81-cbdd0410b917	LINE	74087089	276682222	269736	961723	0.003640796306627731	0.0034759117989156527
1358	LUSC	43aa4123-0fe2-4071-8a81-cbdd0410b917	LTR	31965907	318803404	114014	1117445	0.003566737524450659	0.0035051225488169505
1359	LUSC	43aa4123-0fe2-4071-8a81-cbdd0410b917	RC_transposons	49644	350719667	167	1231292	0.0033639513334944807	0.0035107583516267426
1360	LUSC	43aa4123-0fe2-4071-8a81-cbdd0410b917	SINE	45502579	305266732	165868	1065591	0.0036452439322175565	0.0034906882679898443
1361	LUSC	43aa4123-0fe2-4071-8a81-cbdd0410b917	SVA	513537	350255774	1755	1229704	0.0034174752744203438	0.0035108743132383022
1362	LUSC	448af8b4-e071-48b0-a65b-b4ad17afdc0c	DNA_transposons	11364604	339404707	40779	1194714	0.00358824645363798	0.0035200277879469714
1363	LUSC	448af8b4-e071-48b0-a65b-b4ad17afdc0c	LINE	74087089	276682222	270697	964796	0.0036537675275647554	0.003487018403372516
1364	LUSC	448af8b4-e071-48b0-a65b-b4ad17afdc0c	LTR	31965907	318803404	114431	1121062	0.0035797826728332783	0.003516468098941629
1365	LUSC	448af8b4-e071-48b0-a65b-b4ad17afdc0c	RC_transposons	49644	350719667	167	1235326	0.0033639513334944807	0.003522260415467377
1366	LUSC	448af8b4-e071-48b0-a65b-b4ad17afdc0c	SINE	45502579	305266732	166342	1069151	0.003655660924186297	0.00350235020041424
1367	LUSC	448af8b4-e071-48b0-a65b-b4ad17afdc0c	SVA	513537	350255774	1757	1233736	0.003421369833137632	0.0035223859007674774
1368	LUSC	45e16b70-c3ec-493e-86d1-505ffdf5056c	DNA_transposons	11364604	339404707	41334	1209363	0.0036370822951684017	0.0035631886507690655
1369	LUSC	45e16b70-c3ec-493e-86d1-505ffdf5056c	LINE	74087089	276682222	274196	976501	0.0037009957294988336	0.003529323253736194
1370	LUSC	45e16b70-c3ec-493e-86d1-505ffdf5056c	LTR	31965907	318803404	115918	1134779	0.0036263009837324495	0.0035594946156848437
1371	LUSC	45e16b70-c3ec-493e-86d1-505ffdf5056c	RC_transposons	49644	350719667	171	1250526	0.003444525018129079	0.003565599872675518
1372	LUSC	45e16b70-c3ec-493e-86d1-505ffdf5056c	SINE	45502579	305266732	168323	1082374	0.0036991969180472165	0.003545666417393953
1373	LUSC	45e16b70-c3ec-493e-86d1-505ffdf5056c	SVA	513537	350255774	1779	1248918	0.0034642099790278013	0.0035657313675005967
1374	LUSC	48f68f73-3ac0-44ac-ba12-b8889fcb7f38	DNA_transposons	11364604	339404707	41446	1212602	0.0036469374559817483	0.0035727318301451844
1375	LUSC	48f68f73-3ac0-44ac-ba12-b8889fcb7f38	LINE	74087089	276682222	274960	979088	0.00371130791763191	0.0035386733304462186
1376	LUSC	48f68f73-3ac0-44ac-ba12-b8889fcb7f38	LTR	31965907	318803404	116234	1137814	0.003636186515840142	0.0035690145893172457
1377	LUSC	48f68f73-3ac0-44ac-ba12-b8889fcb7f38	RC_transposons	49644	350719667	171	1253877	0.003444525018129079	0.0035751545122218653
1378	LUSC	48f68f73-3ac0-44ac-ba12-b8889fcb7f38	SINE	45502579	305266732	168679	1085369	0.003707020650411925	0.0035554775094195326
1379	LUSC	48f68f73-3ac0-44ac-ba12-b8889fcb7f38	SVA	513537	350255774	1783	1252265	0.0034719990964623775	0.003575287241374642
